Formatted_Date,Kp,2MeV,131keV,272keV,380keV,906keV,Nsw,Vsw,by,bz,mlt,Kp-12h,Kp-24h,Kp-36h,2MeV-12h,2MeV-24h,2MeV-36h,131keV-12h,131keV-24h,131keV-36h,272keV-12h,272keV-24h,272keV-36h,380keV-12h,380keV-24h,380keV-36h,906keV-12h,906keV-24h,906keV-36h,Nsw-12h,Nsw-24h,Nsw-36h,Vsw-12h,Vsw-24h,Vsw-36h,by-12h,by-24h,by-36h,bz-12h,bz-24h,bz-36h,131keV-next,272keV-next,380keV-next,906keV-next,2MeV-next
2024-04-14-07-25,1.3330000000000002,2.113593979039988,3.216043162100936,2.2966546140151087,1.9172366119056887,0.9544035018236424,1.82,324.4,3.99,-1.92,2.36,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.21102875995026,1.1338691451870504,1.2055248433375636,3.222445524998732,3.2121820101193563,3.211635325558905,2.240780997551918,2.2399869861689012,2.243084659274252,1.877809611930571,1.8771873381194648,1.882066728649128,0.9333574024804788,0.9322204111556428,0.9355881407295564,1.9666666666666677,1.3533333333333335,1.2306666666666668,328.2083333333332,330.85416666666663,331.38333333333327,3.8341666666666683,3.332083333333332,3.231666666666665,-0.3875000000000001,1.3562500000000002,1.7050000000000003,3.2206252139747,2.3316018446162063,2.0057726448117776,1.0925078214287156,1.8155288145961788
2024-04-14-07-30,1.3330000000000002,1.8429362579712008,3.1826042022086694,2.2469707508158323,1.9300514030578333,0.9665987866717533,1.27,332.9,4.38,-2.95,2.44,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.3144351155038632,1.1408604698139575,1.2260865018741327,3.2199682826800586,3.2116808628380684,3.2106988377088976,2.243028835496696,2.2396224299810434,2.243210017065916,1.8843306818425056,1.8782373271438784,1.8836146213719889,0.9375576574106292,0.9327740210236204,0.9365884841470464,2.010833333333334,1.375416666666667,1.2319354838709682,328.1583333333332,330.82916666666665,331.43225806451613,3.963333333333335,3.396666666666665,3.2687096774193534,-0.8916666666666667,1.1041666666666667,1.5548387096774197,3.249474989833007,2.331201895676339,1.980449047199765,1.0915021750404723,2.1006127242248653
2024-04-14-07-35,1.3330000000000002,1.53519962462036,3.1519377100734736,2.298467518140294,1.8900406679774635,0.9163366080779379,1.27,332.9,4.38,-2.95,2.52,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.3921967516115632,1.1310544467899064,1.2357462869599525,3.2149354993501205,3.209969492328676,3.2088625524702903,2.2495680707185124,2.2412988771507787,2.2449368139744905,1.887517523831076,1.8783257375425115,1.8838154353284104,0.9375693974579616,0.9315313073130068,0.9359556130198868,2.055000000000001,1.3975000000000002,1.2331250000000002,328.1083333333331,330.80416666666656,331.47812499999986,4.092500000000002,3.4612499999999984,3.3034374999999985,-1.3958333333333337,0.8520833333333334,1.4140625000000002,3.2478070926382805,2.3370340234260807,1.985567608323791,1.1059771560672156,1.7139064804703528
2024-04-14-07-40,1.3330000000000002,1.6442245780066953,3.1542111200899376,2.2387393724529057,1.8678614827704625,0.9533121498402944,101.68,297.5,4.36,-2.92,2.6,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.4790438005014577,1.140921100058,1.2481244169916716,3.2100921668548867,3.2083836877506253,3.207206448458765,2.2511299604663795,2.2405537470682635,2.244749012716261,1.8888561003857296,1.877213762792076,1.8833319822205936,0.9406624326521572,0.9323318555236804,0.9364815686811112,10.295000000000002,5.6033333333333335,4.276969696969697,325.24999999999983,329.30416666666656,330.4484848484848,4.084166666666668,3.5249999999999986,3.3354545454545437,-1.7383333333333335,0.6012500000000001,1.282727272727273,3.2597068625624352,2.3380582161921133,2.0039648561308314,1.139818972771665,1.0867784485468217
2024-04-14-07-45,1.3330000000000002,1.6463472450940588,3.1780514035669967,2.2042424784897654,1.837926071888848,0.8884326147816691,1.68,332.8,2.03,-1.57,2.68,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5660677383152992,1.1396424435968633,1.25983685311233,3.207235524649408,3.208055760124008,3.2063489471384186,2.249817109050652,2.238250032703042,2.2435576440625398,1.887700059366916,1.8746455209674748,1.88199651426966,0.9383488399248008,0.9301990115218324,0.9350683641546572,10.238333333333337,5.642500000000001,4.200588235294118,325.1083333333331,329.2749999999998,330.51764705882346,3.8550000000000018,3.4916666666666654,3.2970588235294103,-1.866666666666667,0.4066666666666667,1.1988235294117648,3.266274628816102,2.3368181969547743,2.028674626037734,1.1151456945889011,1.8327690831505048
2024-04-14-07-50,1.3330000000000002,2.0954107769043304,3.188886928041486,2.2181105887417445,1.87169851499294,0.8949707565583175,1.68,332.8,0.55,0.47,2.76,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6905136371133296,1.2018653929958785,1.2837103937921015,3.2052818428168033,3.207969681178957,3.2058500323070773,2.249659933489256,2.236403705357181,2.242830585339089,1.889358388606776,1.8732599893623776,1.8817022857188967,0.9365800923454982,0.9284150385910781,0.9339227182233332,10.143333333333336,5.681666666666668,4.128571428571429,325.5499999999998,329.2458333333332,330.58285714285705,3.563333333333335,3.396666666666665,3.218571428571427,-1.7891666666666668,0.2970833333333334,1.1780000000000002,3.261479259129167,2.3622890232217557,2.033660323309013,1.1494386700309345,1.8209559090066327
2024-04-14-07-55,1.3330000000000002,0.6020599913279624,3.18015301183863,2.238116732262457,1.883675338233904,0.9458095909490924,1.7,334.6,-2.23,-1.13,2.85,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5914533130151118,1.1462868142206455,1.2647756603903195,3.201153404161468,3.2074657223333465,3.2051362261829537,2.250072719633211,2.2355833160165406,2.2426996449758487,1.891143982151164,1.8719066752823332,1.8817570927332024,0.9404453894973616,0.927621820904354,0.9342529091323821,10.050000000000004,5.721666666666668,4.061111111111112,326.1416666666665,329.2916666666665,330.6944444444444,3.0400000000000023,3.185833333333332,3.0672222222222207,-1.845,0.12083333333333345,1.1138888888888892,3.243164598490681,2.3654434230344905,2.0181819843046718,1.1052890724739797,2.1633378143025785
2024-04-14-08-00,1.3330000000000002,2.073013995706065,3.1551036384842,2.206242613570776,1.8263616388482984,0.9518537526309604,1.47,329.6,-3.01,-2.17,2.93,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6449324807887182,1.2075765644030667,1.3056354938452672,3.1947147739236947,3.2050812443521584,3.2032883344822047,2.2471620525117477,2.2350102292703857,2.2412042050287067,1.8858545261606077,1.8708468033962369,1.879189148633756,0.9367785238203714,0.929107571951063,0.9340547160843216,9.992500000000003,5.752083333333332,4.081388888888889,326.6333333333332,329.1291666666665,330.586111111111,2.506666666666669,2.9424999999999986,2.9049999999999985,-1.955,-0.0987499999999999,0.9675,3.2191365500579905,2.3540120465149137,2.002048411739948,1.1314805622798272,1.4613541075145298
2024-04-14-08-05,1.3330000000000002,0.6020599913279624,3.133747096155393,2.157440710394727,1.8036878620976315,0.8834047112499167,2.04,334.1,-2.09,0.1,3.01,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5621786868501808,1.2075765644030667,1.2780181785662406,3.186246402336648,3.2018069104406024,3.200921870912937,2.2392229763850864,2.2324037298918955,2.2386570263889563,1.8758325604246984,1.8688421908121962,1.8765038496294213,0.934161504342968,0.927741279606895,0.9325430769161764,10.005000000000004,5.806249999999999,4.1175,327.48333333333323,329.15416666666647,330.60277777777765,1.9575000000000025,2.7374999999999985,2.768333333333332,-1.7408333333333337,-0.2237499999999999,0.8841666666666667,3.2140431415188484,2.3411152940261184,2.0117171055138345,1.096220443500649,1.8190472937286117
2024-04-14-08-10,1.3330000000000002,0.6020599913279624,3.0787290182016185,2.146320217913276,1.8162469656226417,0.97976469755883,2.04,334.1,-2.09,0.1,3.09,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.4750546310492396,1.2075765644030667,1.2430926203934227,3.1733135294627326,3.1962401566143055,3.197211833397705,2.2298860402504714,2.2293338766600117,2.2354311899622026,1.8697925314756365,1.8673608742083636,1.8746179911531469,0.9378717370655812,0.9303899866922652,0.9334059955156412,10.017500000000004,5.860416666666665,4.15361111111111,328.3333333333332,329.17916666666656,330.6194444444444,1.4083333333333357,2.5324999999999984,2.631666666666665,-1.5266666666666666,-0.3487499999999999,0.8008333333333333,3.2050350085537613,2.3210165059864143,1.9724775873598823,1.114716661834028,1.9521116682907813
2024-04-14-08-15,1.3330000000000002,1.895597362464584,3.0651781599714214,2.1097111554972368,1.7754502307904867,0.9086000728383756,2.44,339.1,-2.0,0.3,3.17,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5174454462018012,1.2614739548670928,1.2609515979021608,3.1591049396853705,3.190108783695084,3.1932886189488965,2.2181647428774856,2.224738645827459,2.231584305229718,1.861063732906025,1.864179693653192,1.871680518170692,0.934232059169972,0.9300735010809495,0.9321046764456816,10.075833333333339,5.931249999999998,4.200833333333332,329.0999999999998,329.4124999999999,330.77499999999986,1.0216666666666692,2.3312499999999985,2.4974999999999983,-1.38,-0.4654166666666665,0.7230555555555555,3.196382052377668,2.3068088527731097,1.9949995936884524,1.1161890577954732,2.1755381428460576
2024-04-14-08-20,1.3330000000000002,1.7152589105087204,3.0442541635275084,2.138678841528208,1.8159388908820835,1.0150724816857,2.0,338.6,-3.11,0.93,3.25,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.530646892024991,1.307857243166291,1.2633961442490351,3.1440749678550244,3.1831055775907,3.1888835772235264,2.2083079661518608,2.221350401912864,2.228006600714783,1.8530146399223568,1.862685540601836,1.8689893788370109,0.938213310388874,0.9341933658382726,0.934088893547674,10.09083333333334,5.983749999999998,4.235833333333332,330.2833333333332,329.62499999999994,330.91666666666663,0.4300000000000022,2.0837499999999984,2.3324999999999982,-1.1424999999999998,-0.5558333333333332,0.6627777777777777,3.1912872323483907,2.3330245213925767,1.9889578856930223,1.1303430950133737,1.285099612153145
2024-04-14-08-25,1.3330000000000002,1.8508342126445017,3.0902143385623067,2.2192600671626392,1.8728946005833007,1.0227923123419858,1.91,333.6,-3.1,0.92,3.34,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5087502448253671,1.3598895023878133,1.2588295117331565,3.1335892325601384,3.1780173787794315,3.185984417599616,2.201858420580822,2.2213197090663703,2.227277464306207,1.8493194723121584,1.863564542121364,1.8678980495170288,0.9439123779320692,0.938634890206274,0.9361177334144516,10.09833333333334,6.032499999999996,4.268333333333332,331.0499999999998,329.62916666666666,330.91944444444437,-0.16083333333333116,1.836666666666665,2.1677777777777765,-0.9058333333333332,-0.6466666666666665,0.6022222222222221,3.1969614116319485,2.325113402760173,2.0078098234042434,1.141310588133693,0.6020599913279624
2024-04-14-08-30,1.3330000000000002,1.5491414108674155,3.1090776483897296,2.183760167843684,1.810006306449728,0.9767940296983286,1.47,337.7,-1.49,0.36,3.42,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.484267340900052,1.3993512282019571,1.255329426842656,3.127462019741893,3.1737151512109727,3.1836079151393433,2.1965908719998093,2.219809853748253,2.225278577320632,1.8393157142614829,1.8618231980519941,1.8652634561830792,0.9447619815176173,0.9411598194641234,0.9367700078549523,10.115000000000009,6.062916666666663,4.288611111111108,331.4499999999999,329.8041666666666,331.0361111111111,-0.6499999999999978,1.6566666666666652,2.0477777777777764,-0.63,-0.7608333333333333,0.5261111111111111,3.200633712322196,2.346210325403766,2.01136364054204,1.1246810740955593,2.188878340164405
2024-04-14-08-35,1.3330000000000002,2.060566263881296,3.0998637931607136,2.16109594370263,1.843094163470633,1.0982403263055314,1.59,340.6,-1.9,1.22,3.5,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5280478941717963,1.4601223228916795,1.2633855959172036,3.1231225266658296,3.169029013007972,3.181020503774393,2.185143240796671,2.2173556557575917,2.222580331699409,1.8354035055525801,1.8614605146918282,1.8640183268792003,0.9599206247032499,0.9487450110806059,0.9409944131097544,10.141666666666676,6.098333333333329,4.31222222222222,332.09166666666647,330.1,331.23333333333335,-1.1733333333333311,1.4595833333333317,1.916388888888888,-0.2825,-0.8391666666666667,0.4738888888888886,3.202493172811879,2.3495698091937185,2.0093582143460043,1.1431762867507032,1.84569862868508
2024-04-14-08-40,1.3330000000000002,1.8609190857759168,3.083114767496614,2.1825376271833177,1.887902348356157,1.0675971496309091,1.59,340.6,-1.9,1.22,3.58,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.546105769819231,1.5125747851603444,1.2759826566450778,3.117197830616386,3.1636449987356334,3.1779884020392117,2.180459762024205,2.215794861245293,2.2205224187202437,1.8370735776847211,1.8629648390352251,1.863833701089624,0.9694443746858012,0.9550534036689796,0.9447026952443871,1.8008333333333404,6.047916666666663,4.335833333333332,335.6833333333332,330.46666666666664,331.4305555555556,-1.6949999999999978,1.194583333333332,1.7849999999999986,0.0625,-0.8379166666666668,0.4216666666666664,3.2014467683606767,2.3353618396129554,1.9996595800312764,1.1445619989102171,1.8029731099080148
2024-04-14-08-45,1.3330000000000002,1.6754936871250066,3.06678074688878,2.2092032381566176,1.895317389643945,1.0416623802564209,1.59,340.6,-1.9,1.22,3.66,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5485346399884767,1.5573011891518878,1.2759398423940684,3.107925275893201,3.1575804002713017,3.174678932047072,2.1808731586631103,2.2153451338568817,2.2191244080230637,1.841856187497646,1.8647781234322809,1.8637157431441984,0.9822135218086973,0.9602811808667492,0.9475371816174538,1.7933333333333403,6.015833333333329,4.359444444444442,336.3333333333332,330.7208333333333,331.62777777777785,-2.0224999999999977,0.9162499999999986,1.6536111111111098,0.295,-0.7858333333333335,0.36944444444444413,3.1909300755645216,2.34466724412474,2.0454006726516925,1.1916786969229662,1.987879831513036
2024-04-14-08-50,1.3330000000000002,1.9663144252519718,3.0563027665261475,2.222886393698774,1.9113057718976711,1.0861419876368419,1.61,339.5,-2.7,1.8,3.74,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5377766106841138,1.6141451238987214,1.3138357988919576,3.0968765957669238,3.1510792192918604,3.170938652708278,2.1812711424095292,2.215465537949393,2.21802618437463,1.8451567922397067,1.8672575904232411,1.863892256988154,0.9981444577319076,0.9673622750387032,0.9516581783046876,1.7875000000000068,5.965416666666663,4.383611111111109,336.8916666666665,331.2208333333333,331.7944444444445,-2.2933333333333312,0.6349999999999986,1.499999999999999,0.4058333333333333,-0.6916666666666668,0.33333333333333315,3.1846847779712704,2.3623274361501374,2.0796861912673807,1.1715610420217446,2.090802331980021
2024-04-14-08-55,1.3330000000000002,0.6020599913279624,3.0811564841545267,2.2713275298812796,1.9047894159376282,1.0784711832748843,1.61,339.5,-2.7,1.8,3.83,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5377766106841138,1.5646149618496128,1.2767834130418023,3.088626885126581,3.1448901446440227,3.167852776597757,2.184038708877764,2.2170557142554883,2.2184017803036142,1.8469162987150172,1.8690301404330905,1.8635765497598944,1.0091995904257234,0.974822489961543,0.95481441074481,1.7800000000000071,5.9149999999999965,4.407777777777776,337.2999999999998,331.7208333333333,331.9611111111111,-2.332499999999998,0.3537499999999986,1.3463888888888875,0.65,-0.5975,0.29722222222222205,3.19112629038287,2.3525091116351127,2.059378313149446,1.208372659384925,1.9221114545890536
2024-04-14-09-00,1.3330000000000002,1.2088459076308398,3.109186590318613,2.2760138604906497,1.935142738389752,1.0818555065829576,1.61,339.5,-0.7,3.37,3.91,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.4657626033445113,1.5553475420666147,1.293638577383549,3.084800464446116,3.1397576191849037,3.164987651050143,2.1898529794544204,2.218507515983085,2.2199578126650628,1.855981390343472,1.8709179582520392,1.8658916657119813,1.0200330699217233,0.9784057968710478,0.9594160712746158,1.7916666666666738,5.892083333333331,4.431944444444444,338.1249999999999,332.37916666666666,332.12777777777785,-2.139999999999997,0.18333333333333196,1.2483333333333322,1.1116666666666666,-0.4216666666666665,0.3047222222222221,3.184481643852608,2.3773247801617643,2.073130795527261,1.2653843245643042,2.2051356363641585
2024-04-14-09-05,1.3330000000000002,1.5636399186750924,3.122338574417277,2.2853161017684327,1.9527277806801804,1.0815560776201425,50.46,378.5,-3.59,0.41,3.99,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.5458942639567723,1.5540364754034766,1.3203491309209694,3.0838497543012733,3.1350480783189583,3.1624878583941585,2.200509262068896,2.219866119226992,2.221772240617561,1.868401383558684,1.8721169719916908,1.8686952550610247,1.0365456837859088,0.9853535940644388,0.9640094143332322,5.826666666666673,7.915833333333333,5.813055555555554,341.8249999999998,334.65416666666664,333.37777777777785,-2.264999999999997,-0.1537500000000014,1.0699999999999987,1.1375,-0.3016666666666666,0.22999999999999984,3.1951471409436762,2.4258838677061823,2.1224047387373632,1.2054292350320142,2.169538253777888
2024-04-14-09-10,1.3330000000000002,1.6036204072515958,3.1363555814520887,2.2960069642852936,1.9592808016803769,1.0654123783876113,1.89,347.6,-2.89,1.89,4.07,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6293576319504084,1.552206131499824,1.348170253585515,3.0886519679054785,3.1309827486841035,3.160377427044696,2.212983157599897,2.2214345989251854,2.223883636973305,1.8803208698968288,1.8750567006862324,1.8716808727711851,1.0436829905216405,0.9907773637936114,0.968154321302056,5.814166666666673,7.915833333333333,5.844999999999998,342.9499999999998,335.64166666666665,333.76944444444445,-2.3316666666666643,-0.4616666666666681,0.91111111111111,1.2866666666666668,-0.11999999999999995,0.19638888888888875,3.1914736661286733,2.4484835454337794,2.1291662751526683,1.2559582522161008,2.2541265448034054
2024-04-14-09-15,1.3330000000000002,1.8633943420622552,3.1576941062424217,2.303756172360828,1.9570074135257824,1.0870456591361313,1.89,347.6,-2.89,1.89,4.15,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6266740469168808,1.5720597465593409,1.3832073188836895,3.0963616300947283,3.1277332848900468,3.1588597324949648,2.2291535756718632,2.2236591592746757,2.2262102891089257,1.8954506351247702,1.8782571840153968,1.8746033408103842,1.0585534560464536,0.9963927576082132,0.9729001527361169,5.768333333333341,7.92208333333333,5.876944444444442,343.6583333333332,336.37916666666666,334.1611111111112,-2.405833333333331,-0.6920833333333348,0.7522222222222209,1.419166666666667,0.019583333333333387,0.16277777777777766,3.1833847916363136,2.4470989067245545,2.124968340863521,1.2907272398514955,2.0654382210140323
2024-04-14-09-20,1.3330000000000002,1.964248506227026,3.1868828397570765,2.3105754720373284,1.954728534631314,1.0791656796730391,1.89,347.6,-2.89,1.89,4.23,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6474231798934065,1.5890350359591991,1.4210458887419968,3.1082473531138586,3.12616116048444,3.1581528360984183,2.243478294880956,2.2258931305164094,2.22872636623556,1.9070164387705395,1.880015539346448,1.87746250665807,1.0638945558787318,1.0010539331338033,0.977427095851758,5.759166666666673,7.924999999999998,5.908888888888884,344.4083333333332,337.34583333333336,334.5527777777778,-2.387499999999998,-0.9787500000000016,0.5933333333333322,1.4991666666666668,0.17833333333333334,0.12916666666666654,3.1783155888536965,2.4512076678720223,2.1098298397731834,1.2518243251880452,2.0752231294774868
2024-04-14-09-25,1.3330000000000002,1.8155288145961788,3.2206252139747,2.3316018446162063,2.0057726448117776,1.0925078214287156,1.98,344.0,-0.98,0.44,4.32,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6444810633893796,1.5766156541073733,1.4547533560550028,3.1191149260648916,3.126352079312513,3.1583832278745843,2.2528401096687536,2.2273492651247886,2.231826509267163,1.9180896091229125,1.8837045407175348,1.8817395644552135,1.0697041816359592,1.0068082797840148,0.9823246540161682,5.765000000000009,7.931666666666664,5.943333333333329,345.27499999999986,338.16250000000014,334.8444444444445,-2.210833333333331,-1.1858333333333348,0.4874999999999987,1.4591666666666667,0.2766666666666667,0.05527777777777765,3.1839744857652814,2.4167784042958176,2.1181558571574186,1.2841073629600501,2.3664120121666365
2024-04-14-09-30,1.3330000000000002,2.1006127242248653,3.249474989833007,2.331201895676339,1.980449047199765,1.0915021750404723,1.98,344.0,-0.98,0.44,4.4,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.690437006169167,1.5873521735346092,1.4963798208576946,3.130814704518498,3.1291383621301936,3.1594150023134806,2.265126920321475,2.2308588961606426,2.234915542605992,1.9322931708520819,1.8858044425567821,1.8853131889853567,1.0792631937478046,1.0120125876327113,0.9871942775586828,5.807500000000008,7.961249999999996,5.9777777777777725,345.79999999999984,338.62500000000006,335.1361111111112,-2.1683333333333312,-1.4091666666666682,0.3816666666666654,1.4658333333333335,0.4179166666666667,-0.018611111111111245,3.2021595628549666,2.4190560911215444,2.1551403867150523,1.3019328702608384,2.4246949497273262
2024-04-14-09-35,1.3330000000000002,1.7139064804703528,3.2478070926382805,2.3370340234260807,1.985567608323791,1.1059771560672156,1.98,344.0,-0.98,0.44,4.48,1.3330000000000002,1.3329999999999993,1.3329999999999989,1.6615486908849215,1.5947982925283588,1.5272644455560942,3.1431433128082955,3.133132919737061,3.1604004462747457,2.279788426965096,2.2324658338808843,2.238166579493425,1.9441659579231787,1.8897847317378789,1.8890289957689452,1.0799079295612783,1.0199142771322645,0.9924659839074956,5.840000000000009,7.990833333333327,6.012222222222217,346.08333333333314,339.0875000000001,335.4277777777778,-2.091666666666665,-1.6325000000000014,0.27583333333333204,1.4008333333333338,0.5591666666666667,-0.09250000000000014,3.228125893947522,2.456165097056586,2.171215375658018,1.292451543550152,2.2976109565227008
